Code,Name,Market,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
060310,3S,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 웨이퍼 캐리어,2002-04-23,03월,정완영,http://www.3sref.com,서울특별시
095570,AJ네트웍스,KOSPI,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",2015-08-21,12월,곽정호,http://www.ajnet.co.kr,서울특별시
006840,AK홀딩스,KOSPI,기타 금융업,지주사업,1999-08-11,12월,"고준, 채형석 (각자 대표이사)",http://www.aekyunggroup.co.kr,서울특별시
054620,APS,KOSDAQ,기타 금융업,인터넷 트래픽 솔루션,2001-12-04,12월,정기로,http://www.apsholdings.co.kr,경기도
265520,AP시스템,KOSDAQ,특수 목적용 기계 제조업,디스플레이 제조 장비,2017-04-07,12월,Yoo Ho Sun,http://www.apsystems.co.kr,경기도
211270,AP위성,KOSDAQ,통신 및 방송 장비 제조업,위성통신 단말기,2016-03-04,12월,이성희,http://www.apsi.co.kr,서울특별시
139050,BF랩스,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","용역서비스(ITS,BIS,ATMS,BRT)",2011-07-29,12월,"한상우, 조영중 (공동대표이사)",,경기도
027410,BGF,KOSPI,기타 금융업,지주회사,2014-05-19,12월,홍정국,http://www.bgf.co.kr,서울특별시
282330,BGF리테일,KOSPI,종합 소매업,체인화 편의점,2017-12-08,12월,민승배,http://www.bgfretail.com,서울특별시
126600,BGF에코머티리얼즈,KOSDAQ,합성고무 및 플라스틱 물질 제조업,엔지니어링 플라스틱 칩,2010-11-12,12월,홍정혁,http://www.bgfecomaterials.com,경기도
138930,BNK금융지주,KOSPI,기타 금융업,금융지주회사,2011-03-30,12월,빈대인,http://www.bnkfg.com,부산광역시
001460,BYC,KOSPI,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02,12월,김 대 환,http://home.byc.co.kr,서울특별시
001465,BYC우,KOSPI,,,,,,,
083790,CG인바이츠,KOSDAQ,자연과학 및 공학 연구개발업,아셀렉스,2006-01-06,12월,"오수연, 이호영(공동대표이사)",http://www.cginvites.com,서울특별시
001040,CJ,KOSPI,기타 금융업,지주회사,1973-06-29,12월,"손경식, 김홍기",http://www.cj.net,서울특별시
079160,CJ CGV,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,정종민,http://www.cgv.co.kr,서울특별시
035760,CJ ENM,KOSDAQ GLOBAL,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",1999-11-23,12월,윤상현,http://www.cjmall.com,서울특별시
311690,CJ 바이오사이언스,KOSDAQ,자연과학 및 공학 연구개발업,"생명정보 플랫폼, 마이크로바이옴 분석 서비스",2019-12-26,12월,윤상배,http://www.cjbioscience.com,서울특별시
00104K,CJ4우(전환),KOSPI,,,,,,,
000120,CJ대한통운,KOSPI,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02,12월,"신영수, 민영학 (각자 대표)",http://www.cjlogistics.com,서울특별시
011150,CJ씨푸드,KOSPI,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,임항순,http://www.cjseafood.net,경기도
011155,CJ씨푸드1우,KOSPI,,,,,,,
001045,CJ우,KOSPI,,,,,,,
097950,CJ제일제당,KOSPI,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식,강신호(각자 대표이사)",http://www.cj.co.kr,서울특별시
097955,CJ제일제당 우,KOSPI,,,,,,,
051500,CJ프레시웨이,KOSDAQ,음·식료품 및 담배 도매업,"식자재유통, 단체급식",2001-07-26,12월,이건일,http://www.cjfreshway.com,경기도
058820,CMG제약,KOSDAQ,의약품 제조업,의약품,2001-08-31,12월,이주형,http://www.cmgpharma.co.kr,서울특별시
056730,CNT85,KOSDAQ,건물 건설업,산업설비 제조외,2002-01-04,12월,김윤호,http://www.cnt85.com,경기도
000480,CR홀딩스,KOSPI,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",1978-06-30,12월,강문수,http://www.crholdings.co.kr,전라남도
065770,CS,KOSDAQ,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)",2004-06-04,12월,최규훈,http://www.cs-holdings.co.kr,경기도
083660,CSA 코스믹,KOSDAQ,기타 화학제품 제조업,화장품 제조 및 판매,2006-07-25,12월,최재호,http://www.csacosmic.com,서울특별시
000590,CS홀딩스,KOSPI,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,12월,장원영,http://www.chosunwelding.com,경상북도
012030,DB,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,12월,"문덕식,강운식 (각자 대표이사)",http://www.dbinc.co.kr,서울특별시
477760,DB금융스팩12호,KOSDAQ,기타 금융업,기업인수 및 합병,2024-06-18,12월,김창희,,서울특별시
005830,DB손해보험,KOSPI,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,12월,"김정남, 정종표",http://www.idbins.com,서울특별시
016610,DB증권,KOSPI,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,곽봉석,http://dbsec.co.kr,서울특별시
000990,DB하이텍,KOSPI,반도체 제조업,반도체 제조,1975-12-12,12월,조기석,http://www.dbhitek.co.kr,경기도
099520,DGI,KOSDAQ,영상 및 음향기기 제조업,"DVR,유선통신기기 제조,무역/소프트웨어 자문,연구개발,기술용역",2009-12-22,12월,"박상열,박근식 (각자 대표이사)",http://www.itxai.com,서울특별시
060900,DGP,KOSDAQ,전기업,풍력 및 태양광 발전업,2002-09-17,12월,"염제우, 조헌정 각자대표이사",http://www.daehangreenpower.com,전라남도
000300,DH오토넥스,KOSPI,자동차 신품 부품 제조업,"유,무선 통신장비",1975-06-09,12월,최준용,http://www.dayouplus.co.kr,전북특별자치도
290120,DH오토리드,KOSDAQ,자동차 신품 부품 제조업,자동차 스티어링휠,2018-12-07,12월,이석근,http://www.dhautolead.co.kr,전북특별자치도
025440,DH오토웨어,KOSDAQ,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..,1995-05-22,12월,"김진우, 지태수",http://dhautoware.co.kr,광주광역시
001530,DI동일,KOSPI,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,12월,"서태원, 손재선",http://www.dong-il.com,서울특별시
015590,DKME,KOSPI,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조",1989-05-27,12월,백승륜,http://www.kibplugenergy.com,울산광역시
000210,DL,KOSPI,기초 화학물질 제조업,지주회사,1976-02-02,12월,김종현,http://www.dlholdings.co.kr,서울특별시
000215,DL우,KOSPI,,,,,,,
375500,DL이앤씨,KOSPI,토목 건설업,토목 건설 사업,2021-01-25,12월,박상신,,서울특별시
37550L,DL이앤씨2우(전환),KOSPI,,,,,,,
37550K,DL이앤씨우,KOSPI,,,,,,,
068790,DMS,KOSDAQ,특수 목적용 기계 제조업,LCD 제조장비,2004-10-01,12월,이석화,http://www.dms21.co.kr,경기도
007340,DN오토모티브,KOSPI,일차전지 및 이차전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌 김인환,http://www.dnautomotive.com,경상남도
004840,DRB동일,KOSPI,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21,12월,류영식,http://www.drbworld.com,부산광역시
241520,DSC인베스트먼트,KOSDAQ,신탁업 및 집합투자업,투자조합 결성 및 투자,2016-12-19,12월,윤건수,http://www.dscinvestment.com,서울특별시
155660,DSR,KOSPI,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,홍석빈,http://www.dsr.com,부산광역시
069730,DSR제강,KOSPI,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,"홍하종, 홍석빈 (각자 대표이사)",http://www.dsrcorp.com,전라남도
017860,DS단석,KOSPI,기타 화학제품 제조업,바이오에너지,2023-12-22,12월,한승욱,http://dsdansuk.com,경기도
180400,DXVX,KOSDAQ,기타 과학기술 서비스업,BAC DNA CHIP,2015-11-20,12월,"권규찬, 유건상 각자대표이사",http://www.dxvx.com,서울특별시
092780,DYP,KOSPI,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤,2017-12-08,12월,홍순겸,,경기도
017940,E1,KOSPI,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27,12월,"구자용, 천정식 (각자 대표이사)",http://www.e1.co.kr,서울특별시
418620,E8,KOSDAQ,소프트웨어 개발 및 공급업,"CFD 시뮬레이션 소프트웨어, 디지털트윈 플랫폼",2024-02-23,12월,김진현,http://e8ight.co.kr/,서울특별시
245620,EDGC,KOSDAQ,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,2018-06-26,12월,대표이사 이민섭,http://www.edgc.com,인천광역시
037370,EG,KOSDAQ,기초 화학물질 제조업,"산화철, 대기수처리방지시설, 무역",2000-01-11,12월,"박지만,제영태 각자대표이사",http://www.egcorp.co.kr,전라남도
278990,EMB,KONEX,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광ESS,휴대폰 액세서리",2017-10-31,12월,"홍지태, 홍성천",http://www.fineemtech.co.kr,경기도
365550,ESR켄달스퀘어리츠,KOSPI,부동산 임대 및 공급업,부동산투자,2020-12-23,05월,조주현,http://www.esrks-reit.com,서울특별시
050120,ES큐브,KOSDAQ,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,12월,안경환,http://www.escube.co.kr,서울특별시
383220,F&F,KOSPI,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품",2021-05-21,12월,김창수,http://www.fnf.co.kr,서울특별시
007700,F&F홀딩스,KOSPI,기타 금융업,지주회사,1984-10-04,12월,박의헌,http://www.fnfholdings.com,서울특별시
214270,FSN,KOSDAQ,소프트웨어 개발 및 공급업,카울리,2015-03-25,12월,"서정교, 박태순(공동대표이사)",http://fsn.co.kr,서울특별시
130500,GH신소재,KOSDAQ,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼",2013-08-02,12월,우희구,http://www.ghglobal.co.kr,경상북도
114090,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,윤두현,http://www.grandkorea.com,서울특별시
900290,GRT,KOSDAQ,기타 금융업,"광학필름, 포장필름",2016-10-25,06월,주영남,,홍콩
078930,GS,KOSPI,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허태수, 홍순기 (각자 대표이사)",,서울특별시
083450,GST,KOSDAQ,특수 목적용 기계 제조업,"GasScrubber,Chiller",2006-02-01,12월,"석종욱, 문승보(각자대표)",http://www.gst-in.com,경기도
006360,GS건설,KOSPI,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,12월,"허창수, 허윤홍(각자 대표이사)",http://www.gsenc.com,서울특별시
001250,GS글로벌,KOSPI,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,12월,이영환,http://www.gsgcorp.com,서울특별시
007070,GS리테일,KOSPI,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,12월,허서홍,http://www.gsretail.com,서울특별시
078935,GS우,KOSPI,,,,,,,
499790,GS피앤엘,KOSPI,기타 금융업,지주회사,2024-12-23,12월,김원식,http://www.gspnl.com,서울특별시
297890,HB솔루션,KOSDAQ,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",2020-06-22,12월,이재원,http://www.hb-solution.co.kr,충청남도
440290,HB인베스트먼트,KOSDAQ,기타 금융업,벤처투자조합 등 조합 결성 및 운영,2024-01-25,12월,황유선,http://www.hbvc.co.kr,서울특별시
078150,HB테크놀러지,KOSDAQ,특수 목적용 기계 제조업,TFT-LCD검사장비,2004-12-08,12월,문성준,http://www.ncbnet.co.kr,충청남도
225530,HC보광산업,KOSDAQ,기타 비금속 광물제품 제조업,"콘크리트용 부순골재, 아스콘, 레미콘",2015-12-17,12월,김윤수,http://www.bokwangindustry.co.kr,대구광역시
060560,HC홈센타,KOSDAQ,기타 전문 도매업,"건축자재,레미콘",2002-07-11,12월,박 병 윤,http://www.home-center.co.kr,대구광역시
012630,HDC,KOSPI,기타 금융업,지주회사,1996-10-16,12월,"정몽규, 김회언 (각자 대표이사)",http://www.hdc-holdings.com,서울특별시
039570,HDC랩스,KOSPI,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리",2015-09-24,12월,김성은,http://www.hdc-labs.com/,서울특별시
089470,HDC현대EP,KOSPI,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,12월,정 원 섭,http://www.hdc-hyundaiep.com/,충청남도
294870,HDC현대산업개발,KOSPI,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,"정경구, 조태제(각자 대표이사)",http://www.hdc-dvp.com,서울특별시
009540,HD한국조선해양,KOSPI,기타 금융업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",1999-08-24,12월,"정기선, 김성준 (각자 대표이사)",http://www.ksoe.co.kr,경기도
267250,HD현대,KOSPI,기타 금융업,지주회사,2017-05-10,12월,"권오갑, 정기선",http://www.hd.com,경기도
267270,HD현대건설기계,KOSPI,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,12월,최철곤,http://www.hd-hyundaice.com,경기도
443060,HD현대마린솔루션,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",2024-05-08,12월,이기동,http://www.hd-marinesolution.com/,경기도
071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,"조선기자재, 기계부품",2009-05-15,12월,강영,http://www.hd-marineengine.com,경상남도
010620,HD현대미포,KOSPI,선박 및 보트 건조업,"선박수리,선박개조,선박신조",1983-12-20,12월,김형관,http://www.hd-hmd.com,울산광역시
322000,HD현대에너지솔루션,KOSPI,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",2019-11-19,12월,박종환,http://www.hd-hyundaies.co.kr,경기도
042670,HD현대인프라코어,KOSPI,특수 목적용 기계 제조업,"굴착기,엔진 제조,도소매",2001-02-02,12월,"조영철, 오승현",http://www.hd-infracore.com,인천광역시
267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,12월,김영기,http://www.hd-hyundaielectric.com,경기도
329180,HD현대중공업,KOSPI,선박 및 보트 건조업,"선박, 해양플랜트 및 엔진기계 등",2021-09-17,12월,"이상균, 노진율 (각자 대표이사)",http://www.hhi.co.kr,울산광역시
097230,HJ중공업,KOSPI,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",2007-08-31,12월,"김완석, 유상철",http://www.hjsc.co.kr,부산광역시
195940,HK이노엔,KOSDAQ GLOBAL,의약품 제조업,"전문의약품, 숙취해소음료",2021-08-09,12월,곽달원,http://www.inno-n.com,충청북도
014790,HL D&I,KOSPI,토목 건설업,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대",1994-08-12,12월,홍석화,http://www.halla.co.kr,서울특별시
028300,HLB,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"의료기기, 의약외품 등",1996-07-27,12월,"진양곤, 백윤기 (각자대표)",http://hlbbio.co.kr,세종특별자치시
003580,HLB글로벌,KOSPI,종합 소매업,"미디어커머스(카밈, 스파알), 식음료(콤부차, 잼시럽), 화장품(퍼플리쉬, 엘리샤코이) 등",1990-03-23,12월,김광재,http://www.hlbglobal.co.kr,강원특별자치도
278650,HLB바이오스텝,KOSDAQ,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가,2019-11-27,12월,백성진,http://www.knotus.co.kr,인천광역시
343090,HLB사이언스,KONEX,의료용품 및 기타 의약 관련제품 제조업,"패혈증 치료제, 면역항암제 전달기술 등",2020-04-24,12월,윤종선,http://www.hlbscience.com,서울특별시
067630,HLB생명과학,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"ESCO 사업, 신재생에너지 사업",2008-11-25,12월,"남상우, 한용해(각자대표)",http://www.hlb-ls.com,경기도
024850,HLB이노베이션,KOSDAQ,전자부품 제조업,리드프레임,2001-01-18,12월,"김홍철, BRYANBYONGJIN.KIM(각자 대표)",http://www.hlbinnovation.com,경기도
187420,HLB제넥스,KOSDAQ,기초 의약물질 제조업,산업용 효소,2015-05-29,12월,"김의중, 김도연 (각자 대표이사)",http://www.genofocus.com,대전광역시
047920,HLB제약,KOSDAQ,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정",2015-12-21,12월,박재형,http://www.hlbpharma.co.kr,경기도
115450,HLB테라퓨틱스,KOSDAQ,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,,경기도
046210,HLB파나진,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품및 기타 의약관련 제품 제조업,2000-08-16,12월,장인근,http://www.hlbpanagene.com,대전광역시
196300,HLB펩,KOSDAQ,기초 의약물질 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약,2016-12-07,12월,"김재일, 심경재 (각자 대표)",http://www.anygen.com,광주광역시
204320,HL만도,KOSPI,자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",2014-10-06,12월,"조성현, 김현욱 (각자대표)",http://www.mando.com,경기도
060980,HL홀딩스,KOSPI,기타 금융업,지주회사 및 경영컨설팅 서비스업,2010-05-19,12월,"김광헌, 김준범",http://hlholdings.co.kr,경기도
011200,HMM,KOSPI,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,최원혁,http://www.hmm21.com,서울특별시
403870,HPSP,KOSDAQ GLOBAL,특수 목적용 기계 제조업,고압 수소 어닐링 장비,2022-07-15,12월,이춘흥,http://www.thehpsp.com/,경기도
036640,HRS,KOSDAQ,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,2000-05-30,12월,김진성,http://www.hrssilicone.com,경기도
035000,HS애드,KOSPI,광고업,광고,1999-08-11,12월,박애리,http://www.hsad.co.kr/kor/main,서울특별시
002460,HS화성,KOSPI,건물 건설업,아파트 건설,1988-09-29,12월,"이종원,임기영",http://www.hwasung.com,대구광역시
487570,HS효성,KOSPI,기타 금융업,지주사업,2024-07-29,12월,"조현상, 안성훈",http://www.hshyosung.com,서울특별시
298050,HS효성첨단소재,KOSPI,화학섬유 제조업,PET타이어코드,2018-07-13,12월,"임진달, 성낙양(각자 대표이사)",http://www.hyosungadvancedmaterials.com,서울특별시
448760,IBKS제22호스팩,KOSDAQ,금융 지원 서비스업,기업인수 및 합병,2023-04-06,12월,윤별수,,서울특별시
467930,IBKS제23호스팩,KOSDAQ,금융 지원 서비스업,기업인수 및 합병,2023-12-22,12월,최상규,http://www.ibks.com,서울특별시
469480,IBKS제24호스팩,KOSDAQ,금융 지원 서비스업,금융 지원 서비스업,2024-02-01,12월,김강민,http://www.ibks.com,서울특별시
003560,IHQ,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1973-12-18,12월,오준,http://www.ihq.co.kr,서울특별시
015360,INVENI,KOSPI,회사 본부 및 경영 컨설팅 서비스업,지주사업,1996-12-24,12월,"구본혁, 이창우",http://www.inveni.com,서울특별시
095340,ISC,KOSDAQ GLOBAL,기계장비 및 관련 물품 도매업,반도체테스트소켓,2007-10-01,12월,"김정렬, 유지한(공동 대표이사)",http://isc21.kr,경기도
175330,JB금융지주,KOSPI,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전북특별자치도
950170,JTC,KOSDAQ,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)",2018-04-06,02월,야마모토 후미야,http://www.groupjtc.com/korean/,일본
234080,JW생명과학,KOSPI,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,노정열,http://www.jw-lifescience.co.kr,충청남도
067290,JW신약,KOSDAQ,의약품 제조업,"매니큐어세트, 손톱깎이",2003-02-11,12월,김용관,http://www.jw-shinyak.co.kr,경기도
001060,JW중외제약,KOSPI,의약품 제조업,"수액제,이상지질혈증치료제,혈우병치료제,소화기궤양치료제,항생제,도매",1976-06-14,12월,대표이사 신영섭,http://www.jw-pharma.co.kr,경기도
001067,JW중외제약2우B,KOSPI,,,,,,,
001065,JW중외제약우,KOSPI,,,,,,,
096760,JW홀딩스,KOSPI,기타 금융업,의약품 수출입업,2007-07-31,12월,"이경하, 차성남",http://jw-holdings.co.kr,경기도
035900,JYP Ent.,KOSDAQ GLOBAL,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품,2001-08-30,12월,정욱,http://www.jype.com,서울특별시
318000,KBG,KOSDAQ,합성고무 및 플라스틱 물질 제조업,"실리콘 소재(실란 모노머, 실리콘 레진&폴리머, 실리콘 융합소재)",2019-08-01,12월,부삼열,http://www.kbgtech.co.kr/,충청남도
008970,KBI동양철관,KOSPI,1차 철강 제조업,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설",1977-03-05,12월,이곽우,http://www.dysp.co.kr,충청남도
024840,KBI메탈,KOSDAQ,1차 비철금속 제조업,"동ROD, 모터코어",1994-12-29,12월,"김병제,김재충 각자대표이사",http://www.kbimetal.co.kr,대구광역시
105560,KB금융,KOSPI,기타 금융업,-,2008-10-10,12월,양종희,http://www.kbfg.com,서울특별시
415640,KB발해인프라,KOSPI,신탁업 및 집합투자업,,2024-11-29,12월,법인이사 케이비자산운용(주),,서울특별시
432320,KB스타리츠,KOSPI,부동산 임대 및 공급업,"벨기에 North Galaxy Towers, 영국 Samsung Europe HQ",2022-10-06,01월,신명재,http://www.kbstarreit.com,서울특별시
024120,KB오토시스,KOSDAQ,자동차 신품 부품 제조업,브레이크패드,1994-12-07,12월,김신완,http://www.kbautosys.com,충청남도
455250,KB제25호스팩,KOSDAQ,금융 지원 서비스업,기업인수합병,2023-06-23,12월,전현식,,서울특별시
464680,KB제27호스팩,KOSDAQ,금융 지원 서비스업,기업인수합병,2023-11-03,12월,이태영,,서울특별시
478390,KB제29호스팩,KOSDAQ,금융 지원 서비스업,기업인수합병,2024-06-21,12월,서영화,,서울특별시
486630,KB제30호스팩,KOSDAQ,금융 지원 서비스업,기업인수합병,2024-09-25,12월,박홍진,,서울특별시
492220,KB제31호스팩,KOSDAQ,금융 지원 서비스업,기업인수합병,2024-12-12,12월,김형철,,서울특별시
0037T0,KB제32호스팩,KOSDAQ,금융 지원 서비스업,기업인수합병,2025-07-04,12월,김세준,,서울특별시
0072Z0,KB제33호스팩,KOSDAQ,금융 지원 서비스업,기업인수합병,2025-09-30,12월,박성원,,서울특별시
002380,KCC,KOSPI,기타 화학제품 제조업,"건축용단열재,내외장재,스레트,밤라이트,암면,석고보드,판유리 제조",1973-06-25,12월,"정몽진, 정재훈",http://www.kccworld.co.kr,서울특별시
021320,KCC건설,KOSDAQ,건물 건설업,"토목 건축공사, 분양공사",2001-08-21,12월,"정몽열,심광주",http://www.kccworld.net,서울특별시
344820,KCC글라스,KOSPI,유리 및 유리제품 제조업,판유리 등,2020-01-21,12월,"정몽익, 변종오(각자대표이사)",http://www.kccglass.co.kr,서울특별시
009070,KCTC,KOSPI,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",1978-09-29,12월,류주환,http://www.kctc.co.kr,서울특별시
009440,KC그린홀딩스,KOSPI,기타 금융업,기타금융업,1994-11-05,12월,이태영,http://www.kcgreenholdings.com,서울특별시
112190,KC산업,KONEX,"시멘트, 석회, 플라스터 및 그 제품 제조업",철강보강콘크리트제품,2016-05-31,12월,"이홍재, 최경침(각자대표)",http://www.kccond.co.kr,경기도
119650,KC코트렐,KOSPI,일반 목적용 기계 제조업,전기집진기 등,2010-01-29,12월,박기서,http://www.kc-cottrell.com/,서울특별시
044180,KD,KOSDAQ,건물 건설업,건설사업(완성건물),2000-11-16,12월,안태일,http://kdcon.co.kr,경기도
092220,KEC,KOSPI,반도체 제조업,반도체 제조,2006-10-16,12월,배석홍,http://www.kec.co.kr,서울특별시
046440,KG모빌리언스,KOSDAQ,소프트웨어 개발 및 공급업,유무선전화결제서비스,2004-12-14,12월,유승용,http://www.mobilians.co.kr,서울특별시
003620,KG모빌리티,KOSPI,자동차용 엔진 및 자동차 제조업,"자동차,자동차부품,차륜,정비 제조/도소매",1975-05-29,12월,"곽재선, 황기영 (각자대표이사)",http://www.kg-mobility.com,경기도
016380,KG스틸,KOSPI,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매",1986-02-03,12월,박성희,http://kg-steel.co.kr,서울특별시
151860,KG에코솔루션,KOSDAQ,자동차 차체나 트레일러 제조업,"집단에너지(스팀), 산화동, 폐기물 소각",2013-07-24,12월,엄기민,http://kgecosolution.co.kr/K/main/,경기도
035600,KG이니시스,KOSDAQ,소프트웨어 개발 및 공급업,전자지불서비스,2002-11-22,12월,이선재,http://www.inicis.com,서울특별시
001390,KG케미칼,KOSPI,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제",1989-08-25,12월,"곽정현, 김재익",http://www.kgchem.co.kr,울산광역시
226360,KH 건설,KOSDAQ,토목 건설업,기업인수합병,2015-10-22,12월,권혁범(권한대행),,서울특별시
111870,KH 미래물산,KOSDAQ,영상 및 음향기기 제조업,"이어폰,헤드폰,키패드",2010-11-05,12월,박정훈,http://www.esambon.com,서울특별시
033180,KH 필룩스,KOSPI,전자부품 제조업,"전자부품(페라이트코아,트랜스포머,데코램프) 제조/온라인정보 제공/부동산 임대",2001-12-26,12월,배보성,http://www.feelux.com,경기도
060720,KH바텍,KOSDAQ,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)",2002-05-21,12월,남광희,http://www.khvatec.com,경상북도
001940,KISCO홀딩스,KOSPI,1차 철강 제조업,지주사업,1989-11-13,12월,"장세홍, 이병제 (각자대표)",http://www.kiscoholdings.co.kr,경상남도
058400,KNN,KOSDAQ,텔레비전 방송업,방송프로그램 제작 및 송출,2010-11-03,12월,이오상,http://www.knn.co.kr,부산광역시
025000,KPX케미칼,KOSPI,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",1994-12-27,12월,"양준영, 박승구, 이찬수(각자대표이사)",http://www.kpxchemical.com,서울특별시
092230,KPX홀딩스,KOSPI,기초 화학물질 제조업,지주회사,2006-10-12,12월,양준영,http://www.kpxholdings.com,서울특별시
